"date","cheveux","age","exp","salaire","sexe","diplome","specialite","note","dispo","embauche","annee","mois","jour","age_Q","exp_Q","note_Q","salaire_Q","age_D","note_D","salaire_D"
2011-10-07,"chatain",24,14,26990,"M","doctorat","geologie",100.82,"oui","0","2011",10,7,"[18-30[","[12-23[","[87-144[","[14128-31591[","[18-24[","[98-144[","[14128-28534["
2011-10-07,"blond",42,13,34273,"M","licence","geologie",55.43,"non","0","2011",10,7,"[35-42[","[12-23[","[9-64[","[31591-34964[","[40-43[","[54-61[","[33694-34964["
2011-10-07,"chatain",35,8,34343,"F","doctorat","detective",83.92,"oui","0","2011",10,7,"[30-35[","[7-9[","[76-87[","[31591-34964[","[34-35[","[80-85[","[33694-34964["
2011-10-07,"blond",35,8,40805,"M","bac","detective",64.93,"oui","0","2011",10,7,"[30-35[","[7-9[","[64-76[","[38348-53977[","[34-35[","[61-67[","[39172-41358["
2011-10-08,"brun",29,9,33647,"M","master","forage",79.82,"oui","0","2011",10,8,"[18-30[","[7-9[","[76-87[","[31591-34964[","[28-31[","[80-85[","[32344-33694["
2011-10-08,"brun",42,15,32084,"M","licence","geologie",71.3,"non","0","2011",10,8,"[35-42[","[12-23[","[64-76[","[31591-34964[","[40-43[","[71-76[","[30754-32344["
2011-10-08,"brun",28,13,25698,"F","master","detective",91.59,"non","0","2011",10,8,"[18-30[","[12-23[","[87-144[","[14128-31591[","[24-28[","[90-98[","[14128-28534["
2011-10-08,"blond",42,9,38646,"F","licence","detective",89.34,"oui","0","2011",10,8,"[35-42[","[7-9[","[87-144[","[38348-53977[","[40-43[","[85-90[","[37615-39172["
2011-10-08,"brun",50,5,29095,"F","licence","geologie",58.85,"non","0","2011",10,8,"[42-65[","[0-7[","[9-64[","[14128-31591[","[47-65[","[54-61[","[28534-30754["
2011-10-08,"chatain",28,10,33791,"F","doctorat","detective",94.49,"oui","0","2011",10,8,"[18-30[","[9-12[","[87-144[","[31591-34964[","[24-28[","[90-98[","[33694-34964["
2011-10-08,"blond",44,13,37049,"M","licence","forage",66.67,"oui","0","2011",10,8,"[42-65[","[12-23[","[64-76[","[34964-38348[","[43-47[","[67-71[","[36216-37615["
2011-10-08,"roux",33,10,32044,"M","bac","geologie",51.23,"non","0","2011",10,8,"[30-35[","[9-12[","[9-64[","[31591-34964[","[31-34[","[9-54[","[30754-32344["
2011-10-08,"brun",35,7,34558,"F","master","detective",73.94,"oui","0","2011",10,8,"[30-35[","[0-7[","[64-76[","[31591-34964[","[34-35[","[71-76[","[33694-34964["
2011-10-08,"blond",27,9,27294,"M","master","geologie",71.4,"non","0","2011",10,8,"[18-30[","[7-9[","[64-76[","[14128-31591[","[24-28[","[71-76[","[14128-28534["
2011-10-08,"chatain",56,15,41691,"M","licence","geologie",68.22,"non","0","2011",10,8,"[42-65[","[12-23[","[64-76[","[38348-53977[","[47-65[","[67-71[","[41358-53977["
2011-10-08,"roux",35,13,36278,"F","bac","detective",67.21,"non","0","2011",10,8,"[30-35[","[12-23[","[64-76[","[34964-38348[","[34-35[","[67-71[","[36216-37615["
2011-10-09,"roux",47,4,33725,"M","bac","geologie",70.98,"non","0","2011",10,9,"[42-65[","[0-7[","[64-76[","[31591-34964[","[43-47[","[71-76[","[33694-34964["
2011-10-09,"chatain",40,6,31228,"F","doctorat","forage",102.3,"oui","0","2011",10,9,"[35-42[","[0-7[","[87-144[","[14128-31591[","[37-40[","[98-144[","[30754-32344["
2011-10-09,"chatain",47,11,37926,"M","master","geologie",54.05,"non","0","2011",10,9,"[42-65[","[9-12[","[9-64[","[34964-38348[","[43-47[","[54-61[","[37615-39172["
2011-10-09,"blond",38,5,41344,"M","bac","forage",44.34,"non","0","2011",10,9,"[35-42[","[0-7[","[9-64[","[38348-53977[","[37-40[","[9-54[","[39172-41358["
2011-10-09,"brun",45,8,37689,"F","licence","forage",83.45,"oui","0","2011",10,9,"[42-65[","[7-9[","[76-87[","[34964-38348[","[43-47[","[80-85[","[37615-39172["
2011-10-09,"chatain",37,9,36153,"M","doctorat","geologie",80.57,"oui","0","2011",10,9,"[35-42[","[7-9[","[76-87[","[34964-38348[","[35-37[","[80-85[","[34964-36216["
2011-10-09,"chatain",35,16,47736,"F","licence","archeologie",52.19,"oui","0","2011",10,9,"[30-35[","[12-23[","[9-64[","[38348-53977[","[34-35[","[9-54[","[41358-53977["
2011-10-09,"blond",40,10,32209,"M","licence","geologie",57.16,"non","0","2011",10,9,"[35-42[","[9-12[","[9-64[","[31591-34964[","[37-40[","[54-61[","[30754-32344["
2011-10-09,"roux",26,12,35396,"M","licence","geologie",97.61,"oui","1","2011",10,9,"[18-30[","[9-12[","[87-144[","[34964-38348[","[24-28[","[98-144[","[34964-36216["
2011-10-10,"roux",20,5,36010,"M","bac","detective",71.06,"non","0","2011",10,10,"[18-30[","[0-7[","[64-76[","[34964-38348[","[18-24[","[71-76[","[34964-36216["
2011-10-10,"chatain",28,10,22666,"M","doctorat","geologie",95,"non","1","2011",10,10,"[18-30[","[9-12[","[87-144[","[14128-31591[","[24-28[","[90-98[","[14128-28534["
2011-10-10,"blond",46,11,30219,"F","licence","geologie",88,"non","0","2011",10,10,"[42-65[","[9-12[","[87-144[","[14128-31591[","[43-47[","[85-90[","[28534-30754["
2011-10-10,"roux",23,10,31066,"M","licence","detective",84.03,"oui","0","2011",10,10,"[18-30[","[9-12[","[76-87[","[14128-31591[","[18-24[","[80-85[","[30754-32344["
2011-10-10,"blond",36,9,26741,"F","master","detective",117.71,"non","0","2011",10,10,"[35-42[","[7-9[","[87-144[","[14128-31591[","[35-37[","[98-144[","[14128-28534["
2011-10-10,"blond",25,11,30114,"M","master","geologie",82.55,"non","1","2011",10,10,"[18-30[","[9-12[","[76-87[","[14128-31591[","[24-28[","[80-85[","[28534-30754["
2011-10-10,"brun",25,9,40581,"M","licence","geologie",52.32,"non","0","2011",10,10,"[18-30[","[7-9[","[9-64[","[38348-53977[","[24-28[","[9-54[","[39172-41358["
2011-10-10,"blond",47,6,34731,"F","licence","detective",76.96,"oui","0","2011",10,10,"[42-65[","[0-7[","[76-87[","[31591-34964[","[43-47[","[76-80[","[33694-34964["
2011-10-10,"chatain",43,9,40393,"F","master","geologie",84.61,"non","0","2011",10,10,"[42-65[","[7-9[","[76-87[","[38348-53977[","[40-43[","[85-90[","[39172-41358["
2011-10-10,"blond",42,15,40084,"M","licence","geologie",50.06,"oui","0","2011",10,10,"[35-42[","[12-23[","[9-64[","[38348-53977[","[40-43[","[9-54[","[39172-41358["
2011-10-10,"roux",42,10,40602,"M","bac","forage",53.36,"non","0","2011",10,10,"[35-42[","[9-12[","[9-64[","[38348-53977[","[40-43[","[54-61[","[39172-41358["
2011-10-10,"brun",36,5,35912,"M","master","geologie",70.35,"non","0","2011",10,10,"[35-42[","[0-7[","[64-76[","[34964-38348[","[35-37[","[67-71[","[34964-36216["
2011-10-11,"brun",50,11,38722,"F","bac","geologie",63.75,"non","0","2011",10,11,"[42-65[","[9-12[","[64-76[","[38348-53977[","[47-65[","[61-67[","[37615-39172["
2011-10-11,"chatain",41,11,30027,"M","master","geologie",91.76,"non","0","2011",10,11,"[35-42[","[9-12[","[87-144[","[14128-31591[","[40-43[","[90-98[","[28534-30754["
2011-10-11,"chatain",45,12,34561,"M","master","geologie",84.8,"non","0","2011",10,11,"[42-65[","[9-12[","[76-87[","[31591-34964[","[43-47[","[85-90[","[33694-34964["
2011-10-11,"blond",34,10,39873,"M","master","archeologie",80.87,"oui","0","2011",10,11,"[30-35[","[9-12[","[76-87[","[38348-53977[","[31-34[","[80-85[","[39172-41358["
2011-10-11,"blond",45,6,29930,"M","master","forage",83.53,"oui","0","2011",10,11,"[42-65[","[0-7[","[76-87[","[14128-31591[","[43-47[","[80-85[","[28534-30754["
2011-10-11,"brun",19,3,36764,"M","licence","geologie",62.28,"non","0","2011",10,11,"[18-30[","[0-7[","[9-64[","[34964-38348[","[18-24[","[61-67[","[36216-37615["
2011-10-11,"chatain",19,8,24941,"F","doctorat","forage",98.59,"oui","0","2011",10,11,"[18-30[","[7-9[","[87-144[","[14128-31591[","[18-24[","[98-144[","[14128-28534["
2011-10-11,"brun",22,8,41285,"F","licence","forage",59.82,"non","1","2011",10,11,"[18-30[","[7-9[","[9-64[","[38348-53977[","[18-24[","[54-61[","[39172-41358["
2011-10-11,"chatain",26,5,35428,"M","licence","geologie",37.24,"non","0","2011",10,11,"[18-30[","[0-7[","[9-64[","[34964-38348[","[24-28[","[9-54[","[34964-36216["
2011-10-11,"brun",32,11,32006,"F","licence","forage",70.9,"non","0","2011",10,11,"[30-35[","[9-12[","[64-76[","[31591-34964[","[31-34[","[71-76[","[30754-32344["
2011-10-11,"chatain",31,12,30727,"M","master","geologie",74.95,"non","0","2011",10,11,"[30-35[","[9-12[","[64-76[","[14128-31591[","[28-31[","[71-76[","[28534-30754["
2011-10-11,"brun",27,10,34133,"M","master","geologie",67.15,"non","0","2011",10,11,"[18-30[","[9-12[","[64-76[","[31591-34964[","[24-28[","[67-71[","[33694-34964["
2011-10-11,"chatain",25,6,42425,"M","master","forage",55.59,"oui","0","2011",10,11,"[18-30[","[0-7[","[9-64[","[38348-53977[","[24-28[","[54-61[","[41358-53977["
2011-10-12,"brun",33,11,31258,"M","doctorat","detective",116.15,"oui","0","2011",10,12,"[30-35[","[9-12[","[87-144[","[14128-31591[","[31-34[","[98-144[","[30754-32344["
2011-10-12,"blond",40,7,34329,"M","licence","geologie",94.23,"non","0","2011",10,12,"[35-42[","[0-7[","[87-144[","[31591-34964[","[37-40[","[90-98[","[33694-34964["
2011-10-12,"blond",37,13,27179,"M","licence","geologie",75.77,"non","0","2011",10,12,"[35-42[","[12-23[","[76-87[","[14128-31591[","[35-37[","[76-80[","[14128-28534["
2011-10-12,"roux",30,20,41417,"M","bac","geologie",56.32,"non","0","2011",10,12,"[18-30[","[12-23[","[9-64[","[38348-53977[","[28-31[","[54-61[","[41358-53977["
2011-10-12,"brun",23,10,28099,"F","master","detective",99.11,"oui","0","2011",10,12,"[18-30[","[9-12[","[87-144[","[14128-31591[","[18-24[","[98-144[","[14128-28534["
2011-10-12,"blond",46,11,31801,"M","doctorat","geologie",79.62,"oui","1","2011",10,12,"[42-65[","[9-12[","[76-87[","[31591-34964[","[43-47[","[80-85[","[30754-32344["
2011-10-12,"blond",48,11,33986,"M","licence","geologie",84.84,"non","0","2011",10,12,"[42-65[","[9-12[","[76-87[","[31591-34964[","[47-65[","[85-90[","[33694-34964["
2011-10-12,"roux",39,8,37945,"M","bac","geologie",38.52,"non","0","2011",10,12,"[35-42[","[7-9[","[9-64[","[34964-38348[","[37-40[","[9-54[","[37615-39172["
2011-10-12,"chatain",38,14,39464,"F","licence","detective",53.1,"non","0","2011",10,12,"[35-42[","[12-23[","[9-64[","[38348-53977[","[37-40[","[9-54[","[39172-41358["
2011-10-12,"chatain",28,3,29815,"F","doctorat","geologie",108.91,"non","0","2011",10,12,"[18-30[","[0-7[","[87-144[","[14128-31591[","[24-28[","[98-144[","[28534-30754["
2011-10-12,"brun",26,9,34665,"F","master","archeologie",78.93,"oui","0","2011",10,12,"[18-30[","[7-9[","[76-87[","[31591-34964[","[24-28[","[76-80[","[33694-34964["
2011-10-13,"blond",34,13,37248,"M","bac","geologie",54.14,"non","0","2011",10,13,"[30-35[","[12-23[","[9-64[","[34964-38348[","[31-34[","[54-61[","[36216-37615["
2011-10-13,"brun",48,7,35427,"F","bac","archeologie",73.72,"non","1","2011",10,13,"[42-65[","[0-7[","[64-76[","[34964-38348[","[47-65[","[71-76[","[34964-36216["
2011-10-13,"brun",50,10,36358,"M","licence","geologie",46.65,"non","0","2011",10,13,"[42-65[","[9-12[","[9-64[","[34964-38348[","[47-65[","[9-54[","[36216-37615["
2011-10-13,"chatain",33,15,29032,"M","doctorat","forage",87.82,"oui","0","2011",10,13,"[30-35[","[12-23[","[87-144[","[14128-31591[","[31-34[","[85-90[","[28534-30754["
2011-10-13,"blond",23,8,43955,"M","licence","forage",85.17,"oui","0","2011",10,13,"[18-30[","[7-9[","[76-87[","[38348-53977[","[18-24[","[85-90[","[41358-53977["
2011-10-13,"blond",38,9,31715,"M","licence","geologie",35.49,"non","0","2011",10,13,"[35-42[","[7-9[","[9-64[","[31591-34964[","[37-40[","[9-54[","[30754-32344["
2011-10-14,"blond",39,12,36433,"M","licence","forage",86.47,"oui","1","2011",10,14,"[35-42[","[9-12[","[76-87[","[34964-38348[","[37-40[","[85-90[","[36216-37615["
2011-10-14,"blond",43,6,30540,"M","licence","geologie",76.58,"non","0","2011",10,14,"[42-65[","[0-7[","[76-87[","[14128-31591[","[40-43[","[76-80[","[28534-30754["
2011-10-14,"blond",28,12,31244,"M","licence","detective",80.47,"non","1","2011",10,14,"[18-30[","[9-12[","[76-87[","[14128-31591[","[24-28[","[80-85[","[30754-32344["
2011-10-14,"chatain",37,11,44382,"M","licence","geologie",48.17,"non","0","2011",10,14,"[35-42[","[9-12[","[9-64[","[38348-53977[","[35-37[","[9-54[","[41358-53977["
2011-10-14,"brun",26,5,38154,"F","licence","geologie",63.45,"non","0","2011",10,14,"[18-30[","[0-7[","[9-64[","[34964-38348[","[24-28[","[61-67[","[37615-39172["
2011-10-14,"roux",48,10,35810,"M","bac","geologie",60.77,"non","0","2011",10,14,"[42-65[","[9-12[","[9-64[","[34964-38348[","[47-65[","[54-61[","[34964-36216["
2011-10-14,"brun",35,11,32932,"F","master","geologie",92.09,"oui","0","2011",10,14,"[30-35[","[9-12[","[87-144[","[31591-34964[","[34-35[","[90-98[","[32344-33694["
2011-10-14,"chatain",43,7,32267,"F","master","forage",62.68,"non","1","2011",10,14,"[42-65[","[0-7[","[9-64[","[31591-34964[","[40-43[","[61-67[","[30754-32344["
2011-10-14,"chatain",31,11,39841,"M","master","detective",56.66,"oui","0","2011",10,14,"[30-35[","[9-12[","[9-64[","[38348-53977[","[28-31[","[54-61[","[39172-41358["
2011-10-15,"roux",23,14,33882,"M","licence","geologie",61.46,"non","0","2011",10,15,"[18-30[","[12-23[","[9-64[","[31591-34964[","[18-24[","[61-67[","[33694-34964["
2011-10-15,"chatain",41,9,35368,"F","master","detective",66.61,"oui","0","2011",10,15,"[35-42[","[7-9[","[64-76[","[34964-38348[","[40-43[","[67-71[","[34964-36216["
2011-10-15,"blond",43,10,31149,"F","licence","detective",76.25,"non","0","2011",10,15,"[42-65[","[9-12[","[76-87[","[14128-31591[","[40-43[","[76-80[","[30754-32344["
2011-10-15,"blond",44,10,34804,"M","licence","geologie",50.72,"non","0","2011",10,15,"[42-65[","[9-12[","[9-64[","[31591-34964[","[43-47[","[9-54[","[33694-34964["
2011-10-15,"brun",43,7,31776,"M","master","geologie",74.58,"non","0","2011",10,15,"[42-65[","[0-7[","[64-76[","[31591-34964[","[40-43[","[71-76[","[30754-32344["
2011-10-15,"brun",39,8,38316,"M","licence","detective",63.24,"oui","0","2011",10,15,"[35-42[","[7-9[","[9-64[","[34964-38348[","[37-40[","[61-67[","[37615-39172["
2011-10-15,"brun",28,12,34218,"F","licence","geologie",80.3,"non","0","2011",10,15,"[18-30[","[9-12[","[76-87[","[31591-34964[","[24-28[","[80-85[","[33694-34964["
2011-10-15,"chatain",40,8,30412,"M","doctorat","forage",87.66,"oui","0","2011",10,15,"[35-42[","[7-9[","[87-144[","[14128-31591[","[37-40[","[85-90[","[28534-30754["
2011-10-16,"blond",57,3,33236,"F","licence","detective",83.52,"non","0","2011",10,16,"[42-65[","[0-7[","[76-87[","[31591-34964[","[47-65[","[80-85[","[32344-33694["
2011-10-16,"chatain",42,10,34787,"F","master","forage",84.58,"oui","0","2011",10,16,"[35-42[","[9-12[","[76-87[","[31591-34964[","[40-43[","[85-90[","[33694-34964["
2011-10-16,"brun",44,9,39927,"M","licence","geologie",59.12,"non","0","2011",10,16,"[42-65[","[7-9[","[9-64[","[38348-53977[","[43-47[","[54-61[","[39172-41358["
2011-10-16,"blond",31,14,25360,"M","master","geologie",75.73,"non","0","2011",10,16,"[30-35[","[12-23[","[76-87[","[14128-31591[","[28-31[","[76-80[","[14128-28534["
2011-10-16,"brun",37,11,40285,"F","licence","detective",58.64,"oui","0","2011",10,16,"[35-42[","[9-12[","[9-64[","[38348-53977[","[35-37[","[54-61[","[39172-41358["
2011-10-16,"chatain",52,8,30319,"F","licence","forage",60.89,"non","1","2011",10,16,"[42-65[","[7-9[","[9-64[","[14128-31591[","[47-65[","[61-67[","[28534-30754["
2011-10-16,"chatain",36,7,33001,"F","licence","detective",74.51,"non","0","2011",10,16,"[35-42[","[0-7[","[64-76[","[31591-34964[","[35-37[","[71-76[","[32344-33694["
2011-10-16,"brun",44,6,33371,"M","master","geologie",71.28,"oui","1","2011",10,16,"[42-65[","[0-7[","[64-76[","[31591-34964[","[43-47[","[71-76[","[32344-33694["
2011-10-17,"blond",31,9,36320,"M","licence","geologie",76.47,"oui","0","2011",10,17,"[30-35[","[7-9[","[76-87[","[34964-38348[","[28-31[","[76-80[","[36216-37615["
2011-10-17,"blond",47,8,38364,"F","licence","forage",82.95,"non","0","2011",10,17,"[42-65[","[7-9[","[76-87[","[38348-53977[","[43-47[","[80-85[","[37615-39172["
2011-10-17,"brun",31,7,34493,"M","master","geologie",63.69,"oui","0","2011",10,17,"[30-35[","[0-7[","[9-64[","[31591-34964[","[28-31[","[61-67[","[33694-34964["
2011-10-17,"blond",44,10,36174,"M","master","geologie",60.39,"oui","0","2011",10,17,"[42-65[","[9-12[","[9-64[","[34964-38348[","[43-47[","[54-61[","[34964-36216["
2011-10-17,"roux",31,3,31463,"M","master","forage",97.84,"oui","0","2011",10,17,"[30-35[","[0-7[","[87-144[","[14128-31591[","[28-31[","[98-144[","[30754-32344["
2011-10-17,"chatain",40,7,38695,"M","licence","geologie",73.52,"non","0","2011",10,17,"[35-42[","[0-7[","[64-76[","[38348-53977[","[37-40[","[71-76[","[37615-39172["
2011-10-17,"blond",32,7,31877,"M","licence","geologie",85.25,"non","0","2011",10,17,"[30-35[","[0-7[","[76-87[","[31591-34964[","[31-34[","[85-90[","[30754-32344["
2011-10-17,"brun",24,3,41870,"F","bac","detective",32.16,"non","0","2011",10,17,"[18-30[","[0-7[","[9-64[","[38348-53977[","[18-24[","[9-54[","[41358-53977["
2011-10-17,"chatain",22,19,24740,"F","licence","geologie",80.66,"non","0","2011",10,17,"[18-30[","[12-23[","[76-87[","[14128-31591[","[18-24[","[80-85[","[14128-28534["
2011-10-17,"blond",52,13,38736,"M","licence","detective",43.95,"oui","0","2011",10,17,"[42-65[","[12-23[","[9-64[","[38348-53977[","[47-65[","[9-54[","[37615-39172["
2011-10-17,"chatain",34,6,40112,"F","master","geologie",82.11,"oui","0","2011",10,17,"[30-35[","[0-7[","[76-87[","[38348-53977[","[31-34[","[80-85[","[39172-41358["
2011-10-17,"blond",47,9,28050,"F","master","detective",71.84,"non","0","2011",10,17,"[42-65[","[7-9[","[64-76[","[14128-31591[","[43-47[","[71-76[","[14128-28534["
2011-10-17,"brun",32,16,28723,"F","doctorat","detective",100.21,"oui","0","2011",10,17,"[30-35[","[12-23[","[87-144[","[14128-31591[","[31-34[","[98-144[","[28534-30754["
2011-10-18,"brun",38,9,29292,"F","master","geologie",72.3,"non","0","2011",10,18,"[35-42[","[7-9[","[64-76[","[14128-31591[","[37-40[","[71-76[","[28534-30754["
2011-10-18,"blond",21,12,44170,"M","licence","geologie",57.78,"non","0","2011",10,18,"[18-30[","[9-12[","[9-64[","[38348-53977[","[18-24[","[54-61[","[41358-53977["
2011-10-18,"chatain",34,8,38027,"M","doctorat","forage",82.75,"oui","0","2011",10,18,"[30-35[","[7-9[","[76-87[","[34964-38348[","[31-34[","[80-85[","[37615-39172["
2011-10-18,"chatain",38,12,40716,"M","doctorat","detective",65.93,"oui","0","2011",10,18,"[35-42[","[9-12[","[64-76[","[38348-53977[","[37-40[","[61-67[","[39172-41358["
2011-10-18,"chatain",40,9,34194,"M","master","forage",49.73,"oui","0","2011",10,18,"[35-42[","[7-9[","[9-64[","[31591-34964[","[37-40[","[9-54[","[33694-34964["
2011-10-18,"roux",37,11,29423,"M","licence","geologie",61.66,"non","0","2011",10,18,"[35-42[","[9-12[","[9-64[","[14128-31591[","[35-37[","[61-67[","[28534-30754["
2011-10-18,"blond",24,10,31713,"M","licence","archeologie",99.36,"non","1","2011",10,18,"[18-30[","[9-12[","[87-144[","[31591-34964[","[18-24[","[98-144[","[30754-32344["
2011-10-18,"chatain",28,3,32564,"F","master","geologie",69,"non","0","2011",10,18,"[18-30[","[0-7[","[64-76[","[31591-34964[","[24-28[","[67-71[","[32344-33694["
2011-10-18,"brun",40,10,32793,"F","licence","detective",63.34,"non","0","2011",10,18,"[35-42[","[9-12[","[9-64[","[31591-34964[","[37-40[","[61-67[","[32344-33694["
2011-10-18,"blond",23,12,38169,"M","licence","geologie",67.32,"non","0","2011",10,18,"[18-30[","[9-12[","[64-76[","[34964-38348[","[18-24[","[67-71[","[37615-39172["
2011-10-18,"brun",43,9,38010,"F","licence","detective",74.56,"non","1","2011",10,18,"[42-65[","[7-9[","[64-76[","[34964-38348[","[40-43[","[71-76[","[37615-39172["
2011-10-18,"chatain",43,7,35473,"F","master","archeologie",109.67,"oui","0","2011",10,18,"[42-65[","[0-7[","[87-144[","[34964-38348[","[40-43[","[98-144[","[34964-36216["
2011-10-18,"brun",21,19,34528,"F","master","detective",89.56,"oui","0","2011",10,18,"[18-30[","[12-23[","[87-144[","[31591-34964[","[18-24[","[85-90[","[33694-34964["
2011-10-18,"roux",27,15,30982,"F","bac","geologie",79.37,"non","0","2011",10,18,"[18-30[","[12-23[","[76-87[","[14128-31591[","[24-28[","[80-85[","[30754-32344["
2011-10-19,"chatain",36,9,26801,"F","doctorat","forage",97.01,"oui","0","2011",10,19,"[35-42[","[7-9[","[87-144[","[14128-31591[","[35-37[","[90-98[","[14128-28534["
2011-10-19,"brun",33,9,33842,"M","master","detective",96.97,"oui","0","2011",10,19,"[30-35[","[7-9[","[87-144[","[31591-34964[","[31-34[","[90-98[","[33694-34964["
2011-10-19,"roux",35,16,30488,"M","bac","forage",57.09,"non","0","2011",10,19,"[30-35[","[12-23[","[9-64[","[14128-31591[","[34-35[","[54-61[","[28534-30754["
2011-10-19,"brun",31,10,45419,"M","bac","geologie",69.61,"non","0","2011",10,19,"[30-35[","[9-12[","[64-76[","[38348-53977[","[28-31[","[67-71[","[41358-53977["
2011-10-19,"blond",60,10,28605,"M","master","geologie",84.01,"non","0","2011",10,19,"[42-65[","[9-12[","[76-87[","[14128-31591[","[47-65[","[80-85[","[28534-30754["
2011-10-19,"roux",36,11,37321,"M","bac","geologie",48.42,"non","0","2011",10,19,"[35-42[","[9-12[","[9-64[","[34964-38348[","[35-37[","[9-54[","[36216-37615["
2011-10-20,"chatain",31,7,40889,"F","master","detective",83.17,"oui","0","2011",10,20,"[30-35[","[0-7[","[76-87[","[38348-53977[","[28-31[","[80-85[","[39172-41358["
2011-10-20,"brun",35,12,35627,"M","master","geologie",78.81,"oui","1","2011",10,20,"[30-35[","[9-12[","[76-87[","[34964-38348[","[34-35[","[76-80[","[34964-36216["
2011-10-20,"chatain",39,7,37205,"M","master","geologie",52.73,"non","0","2011",10,20,"[35-42[","[0-7[","[9-64[","[34964-38348[","[37-40[","[9-54[","[36216-37615["
2011-10-20,"chatain",54,10,42347,"M","master","detective",67.23,"oui","0","2011",10,20,"[42-65[","[9-12[","[64-76[","[38348-53977[","[47-65[","[67-71[","[41358-53977["
2011-10-20,"blond",38,10,40600,"F","bac","detective",38.48,"non","0","2011",10,20,"[35-42[","[9-12[","[9-64[","[38348-53977[","[37-40[","[9-54[","[39172-41358["
2011-10-21,"brun",43,13,36541,"M","master","archeologie",68.19,"oui","0","2011",10,21,"[42-65[","[12-23[","[64-76[","[34964-38348[","[40-43[","[67-71[","[36216-37615["
2011-10-21,"blond",50,4,43064,"M","bac","forage",39.48,"non","0","2011",10,21,"[42-65[","[0-7[","[9-64[","[38348-53977[","[47-65[","[9-54[","[41358-53977["
2011-10-21,"brun",34,8,35750,"M","licence","geologie",63.46,"non","0","2011",10,21,"[30-35[","[7-9[","[9-64[","[34964-38348[","[31-34[","[61-67[","[34964-36216["
2011-10-21,"chatain",37,6,41297,"M","master","forage",55.18,"oui","0","2011",10,21,"[35-42[","[0-7[","[9-64[","[38348-53977[","[35-37[","[54-61[","[39172-41358["
2011-10-21,"chatain",27,7,39191,"F","licence","archeologie",65.61,"non","1","2011",10,21,"[18-30[","[0-7[","[64-76[","[38348-53977[","[24-28[","[61-67[","[39172-41358["
2011-10-21,"brun",38,11,39143,"M","master","detective",49.46,"oui","0","2011",10,21,"[35-42[","[9-12[","[9-64[","[38348-53977[","[37-40[","[9-54[","[37615-39172["
2011-10-21,"chatain",58,12,31054,"F","doctorat","detective",131.49,"oui","0","2011",10,21,"[42-65[","[9-12[","[87-144[","[14128-31591[","[47-65[","[98-144[","[30754-32344["
2011-10-22,"chatain",35,3,31214,"F","doctorat","forage",87.67,"oui","0","2011",10,22,"[30-35[","[0-7[","[87-144[","[14128-31591[","[34-35[","[85-90[","[30754-32344["
2011-10-22,"chatain",29,8,41392,"M","licence","geologie",49.33,"non","0","2011",10,22,"[18-30[","[7-9[","[9-64[","[38348-53977[","[28-31[","[9-54[","[41358-53977["
2011-10-22,"chatain",40,14,41547,"M","master","forage",76.25,"oui","0","2011",10,22,"[35-42[","[12-23[","[76-87[","[38348-53977[","[37-40[","[76-80[","[41358-53977["
2011-10-22,"blond",31,9,31197,"M","licence","geologie",69.83,"non","0","2011",10,22,"[30-35[","[7-9[","[64-76[","[14128-31591[","[28-31[","[67-71[","[30754-32344["
2011-10-22,"brun",44,7,33955,"M","master","geologie",62.53,"non","0","2011",10,22,"[42-65[","[0-7[","[9-64[","[31591-34964[","[43-47[","[61-67[","[33694-34964["
2011-10-22,"chatain",26,10,34932,"F","master","forage",78.83,"non","0","2011",10,22,"[18-30[","[9-12[","[76-87[","[31591-34964[","[24-28[","[76-80[","[33694-34964["
2011-10-22,"chatain",50,6,34018,"M","doctorat","geologie",84.41,"non","0","2011",10,22,"[42-65[","[0-7[","[76-87[","[31591-34964[","[47-65[","[85-90[","[33694-34964["
2011-10-23,"brun",44,9,28688,"M","doctorat","forage",115.76,"oui","0","2011",10,23,"[42-65[","[7-9[","[87-144[","[14128-31591[","[43-47[","[98-144[","[28534-30754["
2011-10-23,"brun",24,8,34460,"F","licence","archeologie",75.94,"oui","0","2011",10,23,"[18-30[","[7-9[","[76-87[","[31591-34964[","[18-24[","[76-80[","[33694-34964["
2011-10-23,"blond",24,7,31417,"F","licence","geologie",82.16,"non","0","2011",10,23,"[18-30[","[0-7[","[76-87[","[14128-31591[","[18-24[","[80-85[","[30754-32344["
2011-10-23,"blond",29,6,31657,"M","master","geologie",94.55,"oui","1","2011",10,23,"[18-30[","[0-7[","[87-144[","[31591-34964[","[28-31[","[90-98[","[30754-32344["
2011-10-23,"brun",45,7,34377,"M","master","geologie",57.71,"non","0","2011",10,23,"[42-65[","[0-7[","[9-64[","[31591-34964[","[43-47[","[54-61[","[33694-34964["
2011-10-23,"blond",27,9,36187,"M","licence","geologie",77.26,"non","0","2011",10,23,"[18-30[","[7-9[","[76-87[","[34964-38348[","[24-28[","[76-80[","[34964-36216["
2011-10-23,"brun",34,5,33269,"F","master","geologie",104.41,"non","0","2011",10,23,"[30-35[","[0-7[","[87-144[","[31591-34964[","[31-34[","[98-144[","[32344-33694["
2011-10-23,"blond",44,8,37133,"M","licence","geologie",61.84,"non","0","2011",10,23,"[42-65[","[7-9[","[9-64[","[34964-38348[","[43-47[","[61-67[","[36216-37615["
